accessed datetime,closed datetime,year,month name,month,day,weekday number,weekday,hour,Hour (for bin use),Hour bins,website,duration,PHQ9 score,PHQ9 matches,GAD7 score,GAD7 matches,CAGE-AID score,CAGE-AID matches,SDOH score,SDOH matches,domain
2025-04-23T23:37:15.0290000,2025-04-23T23:37:15.0290000,2025,April,4,Wednesday,3,Yes,23,23.37,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/preauth/healthcheck?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:00:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:37:15.0290000,2025-04-23T23:42:15.0290000,2025,April,4,Wednesday,3,Yes,23,23.37,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/preauth/healthcheck?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:05:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:37:23.5340000,2025-04-23T23:37:23.5340000,2025,April,4,Wednesday,3,Yes,23,23.37,After 6PM,https://api-b2781b65.duosecurity.com/frame/frameless/v4/auth?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266&tx=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJkdW9fdW5hbWUiOiJ0dWYyODQ5MyIsInNjb3BlIjoib3BlbmlkIiwicmVzcG9uc2VfdHlwZSI6ImNvZGUiLCJyZWRpcmVjdF91cmkiOiJodHRwczovL2ZpbS50ZW1wbGUuZWR1L2lkcC9wcm9maWxlL0F1dGhuL0R1by8yRkEvZHVvLWNhbGxiYWNrIiwic3RhdGUiOiJmNTk3OWE2Nzg0NjBjNjdiZWFiZTg2OWVkYzU4NTI5ZC42NTMzNzMzMiIsImV4cCI6MTc0NTQ1NTAyMiwiY2xpZW50X2lkIjoiRElaVDFPRk5FQkFOWjRBWTZSQTUifQ.cJXXd3vN4YsGq7-nc-3WHNd3Os_j_JqnWz2_7YaTPH_mbjRBTZYEAy7IVR4XCZ2EdKJ07rL7CcXkncUS1Y2jUg,0 days 00:00:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:37:23.5340000,2025-04-23T23:42:23.5340000,2025,April,4,Wednesday,3,Yes,23,23.37,After 6PM,https://api-b2781b65.duosecurity.com/frame/frameless/v4/auth?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266&tx=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJkdW9fdW5hbWUiOiJ0dWYyODQ5MyIsInNjb3BlIjoib3BlbmlkIiwicmVzcG9uc2VfdHlwZSI6ImNvZGUiLCJyZWRpcmVjdF91cmkiOiJodHRwczovL2ZpbS50ZW1wbGUuZWR1L2lkcC9wcm9maWxlL0F1dGhuL0R1by8yRkEvZHVvLWNhbGxiYWNrIiwic3RhdGUiOiJmNTk3OWE2Nzg0NjBjNjdiZWFiZTg2OWVkYzU4NTI5ZC42NTMzNzMzMiIsImV4cCI6MTc0NTQ1NTAyMiwiY2xpZW50X2lkIjoiRElaVDFPRk5FQkFOWjRBWTZSQTUifQ.cJXXd3vN4YsGq7-nc-3WHNd3Os_j_JqnWz2_7YaTPH_mbjRBTZYEAy7IVR4XCZ2EdKJ07rL7CcXkncUS1Y2jUg,0 days 00:05:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:37:23.5340000,2025-04-23T23:42:23.5340000,2025,April,4,Wednesday,3,Yes,23,23.37,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/return?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:05:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:38:13.1870000,2025-04-23T23:38:13.1870000,2025,April,4,Wednesday,3,Yes,23,23.38,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/auth/all_methods?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:00:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:38:13.1870000,2025-04-23T23:43:13.1870000,2025,April,4,Wednesday,3,Yes,23,23.38,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/auth/all_methods?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:05:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:38:16.2220000,2025-04-23T23:38:16.2220000,2025,April,4,Wednesday,3,Yes,23,23.38,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/auth/prompt?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:00:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:38:16.2220000,2025-04-23T23:43:16.2220000,2025,April,4,Wednesday,3,Yes,23,23.38,After 6PM,https://api-b2781b65.duosecurity.com/frame/v4/auth/prompt?sid=frameless-3c3116d3-b930-4880-8cdf-7393c994b266,0 days 00:05:00,0,null,0,null,0,null,0,null,api-b2781b65.duosecurity.com
2025-04-23T23:40:30.3820000,2025-04-23T23:45:30.3820000,2025,April,4,Wednesday,3,Yes,23,23.4,After 6PM,https://fim.temple.edu/idp/profile/SAML2/Redirect/SSO?execution=e3s2&_eventId_proceed=1,0 days 00:05:00,0,null,0,null,0,null,0,null,fim.temple.edu
2025-04-23T23:40:30.3820000,2025-04-23T23:45:30.3820000,2025,April,4,Wednesday,3,Yes,23,23.4,After 6PM,https://fim.temple.edu/idp/profile/Authn/Duo/2FA/duo-callback?state=f5979a678460c67beabe869edc58529d.65337332&code=16SmZ3leUYHWOjH6Dp7IBjk0E6XvYSH3,0 days 00:05:00,0,null,0,null,0,null,0,null,fim.temple.edu
2025-04-23T23:40:30.3820000,2025-04-23T23:45:30.3820000,2025,April,4,Wednesday,3,Yes,23,23.4,After 6PM,https://fim.temple.edu/idp/profile/SAML2/Redirect/SSO?execution=e3s2&_eventId_proceed=1,0 days 00:05:00,0,null,0,null,0,null,0,null,fim.temple.edu
2025-04-23T23:40:41.9000000,2025-04-23T23:45:41.9000000,2025,April,4,Wednesday,3,Yes,23,23.4,After 6PM,https://sso.canvaslms.com/delegated_auth_pass_through?target=https%3A%2F%2Ftempleu.instructure.com%2Fcourses%2F153826,0 days 00:05:00,0,null,0,null,0,null,0,null,sso.canvaslms.com
2025-04-23T23:41:40.7270000,2025-04-23T23:41:40.7270000,2025,April,4,Wednesday,3,Yes,23,23.41,After 6PM,https://templeu.instructure.com/courses/153826,0 days 00:00:00,0,null,0,null,0,null,0,null,templeu.instructure.com
2025-04-23T23:41:40.7270000,2025-04-23T23:46:40.7270000,2025,April,4,Wednesday,3,Yes,23,23.41,After 6PM,https://templeu.instructure.com/courses/153826,0 days 00:05:00,0,null,0,null,0,null,0,null,templeu.instructure.com
2025-04-23T23:48:56.1760000,2025-04-23T23:53:56.1760000,2025,April,4,Wednesday,3,Yes,23,23.48,After 6PM,https://templeu.instructure.com/courses,0 days 00:05:00,0,null,0,null,0,null,0,null,templeu.instructure.com
2025-04-23T23:50:07.4110000,2025-04-23T23:50:07.4110000,2025,April,4,Wednesday,3,Yes,23,23.5,After 6PM,https://www.google.com/search?q=chat+gpt&rlz=1C1GCEA_enUS1022US1022&oq=chat+gpt&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgcIARAAGI8CMgcIAhAAGI8CMgcIAxAAGI8CMgYIBBBFGDwyBggFEEUYPDIGCAYQRRg80gEIMTMzMGowajeoAgiwAgHxBWEUoExBapRH&sourceid=chrome&ie=UTF-8,0 days 00:00:00,0,null,0,null,0,null,0,null,google.com
2025-04-23T23:50:07.4110000,2025-04-23T23:55:07.4110000,2025,April,4,Wednesday,3,Yes,23,23.5,After 6PM,https://www.google.com/search?q=chat+gpt&rlz=1C1GCEA_enUS1022US1022&oq=chat+gpt&gs_lcrp=EgZjaHJvbWUqBggAEEUYOzIGCAAQRRg7MgcIARAAGI8CMgcIAhAAGI8CMgcIAxAAGI8CMgYIBBBFGDwyBggFEEUYPDIGCAYQRRg80gEIMTMzMGowajeoAgiwAgHxBWEUoExBapRH&sourceid=chrome&ie=UTF-8,0 days 00:05:00,0,null,0,null,0,null,0,null,google.com
2025-04-23T23:55:27.7690000,2025-04-24T00:00:27.7690000,2025,April,4,Wednesday,3,Yes,23,23.55,After 6PM,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj676aUrO-MAxUKQ0cBHXx3NoEYABAAGgJxdQ&co=1&gclid=CjwKCAjwn6LABhBSEiwAsNJrjgThrbIYfPF_Sxiq9mC65pqch1vSkG9cBDLi_vWOFJ4pFKWyUtF2fRoCYNAQAvD_BwE&ohost=www.google.com&cid=CAESQ-D26nzePWwTEVUCR3ffBwHJECEsqzNOv-feAsPfIofrblm3QwBkSpZTuDqA6KCzh4fAznPkAdQvx9dnPq_YzGeWGiw&sig=AOD64_1wMXZvIoQM3t70ht0g6NUmwAMxfw&q&adurl&ved=2ahUKEwjD5qGUrO-MAxU5FlkFHRChH3cQ0Qx6BAgQEAE&nis=7,0 days 00:05:00,0,null,0,null,0,null,0,null,googleadservices.com
2025-04-23T23:55:27.7690000,2025-04-24T00:00:27.7690000,2025,April,4,Wednesday,3,Yes,23,23.55,After 6PM,http://chatgpt.com/?utm_source=google&utm_medium=paidsearch_brand&utm_campaign=DEPT_SEM_Google_Brand_Acquisition_NAMER_US_Consumer_CPA_BAU_Mix&utm_term=chat%20gpt&gad_source=1&gbraid=0AAAAA-IW-UVHxJhQ4cpp9Xj-0V-BzeVZa&gclid=CjwKCAjwn6LABhBSEiwAsNJrjgThrbIYfPF_Sxiq9mC65pqch1vSkG9cBDLi_vWOFJ4pFKWyUtF2fRoCYNAQAvD_BwE,0 days 00:05:00,0,null,0,null,0,null,0,null,chatgpt.com
2025-04-23T23:56:39.7570000,2025-04-24T00:01:39.7570000,2025,April,4,Wednesday,3,Yes,23,23.56,After 6PM,https://docs.google.com/accounts/SetOSID?authuser=0&continue=https://docs.google.com/document/d/1FnPqGDSvSvK70tMP481ibS7BD_YQoR5VoCvRP8PORmM/edit?usp%3Dshare_link%26pli%3D1%26authuser%3D0&osidt=ALWU2csPF1Ao78sto-oMbVnmZiL4BjPi-qotaiRDHwUM5x-I6ySOGHVyQTeH8rdfLaVHCtFQ-FpWVoMM1lDIRtj1IGL0GegAKtfzKy3K9rSSmojMAOMFIBQS_JVAkMCiuPnFYsIbb5c_bN3oSGTweu0Td9Nxshsw6oBOT_hQ9PbRKd7TK6lxIvvPlSHh_kGc-d0YgPRFFeatSAUzyj3cX7TdotGNxbouvjvJ2uuSi9y40NrJ9WEhTE_aNg84M6YcTI8aYyOQBxc0tyyJHFY9blZUUGW_N9LUz35q-nbxP4eEaHVPf2H2-o-C4pwrroiAg3dPXPsJun1fT7bSH7iN1RHkkmbEQJpriL6vUxUNwtF5kTQF8j9SBLqoHdUyXXJCRqaS0D1N1MjWHcTREF_b-VkYyxzgDTAUiIes96-jUj4i1DCLHBPA2GsEzD67meoomR0dVeWl3qBt480kBFZbvlJpFnRWzrl4JNyhwxUqko-Xuzl5N9G-NVc&ifkv=AXH0vVvsofMJPEFQDN8cqhVCfbptlXhvlHl2IYmPTXuYxJVttaBtxF7WcF_6ROS4D1C8MH7OlTmV,0 days 00:05:00,0,null,0,null,0,null,0,null,docs.google.com
2025-04-23T23:58:02.1300000,2025-04-24T00:03:02.1300000,2025,April,4,Wednesday,3,Yes,23,23.58,After 6PM,https://jlctv.itch.io/virtual-blockson,0 days 00:05:00,0,null,0,null,0,null,0,null,jlctv.itch.io
2025-04-23T23:58:03.5650000,2025-04-24T00:03:03.5650000,2025,April,4,Wednesday,3,Yes,23,23.58,After 6PM,https://developer.themoviedb.org/docs/roadmap,0 days 00:05:00,0,null,0,null,0,null,0,null,developer.themoviedb.org
2025-04-23T23:58:18.2760000,2025-04-24T00:03:18.2760000,2025,April,4,Wednesday,3,Yes,23,23.58,After 6PM,https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&osid=1&continue=https://drive.google.com/drive/home&followup=https://drive.google.com/drive/home,0 days 00:05:00,0,null,0,null,0,null,0,null,accounts.google.com
2025-04-23T23:58:18.2760000,2025-04-24T00:03:18.2760000,2025,April,4,Wednesday,3,Yes,23,23.58,After 6PM,https://accounts.google.com/InteractiveLogin?continue=https://drive.google.com/drive/home&followup=https://drive.google.com/drive/home&osid=1&passive=1209600&service=wise&ifkv=AXH0vVvNeEgDmoz8crih5Lc1YUo9VmaKLLf_hj-_kNCLZD6Jfi0QmbuRBj7FFzyG8oGxY2n0fgXTWg,0 days 00:05:00,0,null,0,null,0,null,0,null,accounts.google.com
2025-04-23T23:59:40.1950000,2025-04-24T00:04:40.1950000,2025,April,4,Wednesday,3,Yes,23,23.59,After 6PM,https://chatgpt.com/c/680598d0-0c4c-800d-a02e-fb998821c002,0 days 00:05:00,0,null,0,null,0,null,0,null,chatgpt.com
2025-04-23T23:59:56.7090000,2025-04-24T00:04:56.7090000,2025,April,4,Wednesday,3,Yes,23,23.59,After 6PM,https://chatgpt.com/c/68043e3e-5ae4-800d-b371-cf4ed9a84095,0 days 00:05:00,0,null,0,null,0,null,0,null,chatgpt.com
2025-04-24T00:00:27.5710000,2025-04-24T00:05:27.5710000,2025,April,4,Thursday,4,Yes,0,0,Before 6AM,https://fim.temple.edu/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fVLJTsMwEL3zFZHvidOkq9VEKq0QlQqNmsKBCzLOpLXk2MELy9%2FjpCDKgV7H89bx3NBGtGTh7FHu4NWBscFHI6Qh%2FUOGnJZEUcMNkbQBQywj5eJuQ5IoJq1WVjEl0BnkMoIaA9pyJVGwXmXoecrYcJJO0jCdjAfhEOI4nNVVEqY0gWE8Hg%2FYhKHgEbTxmAx5Cg80xsFaGkul9aM4GYXxMEzSfZKS0ZSksycUrHwOLqntUUdrW0MwrnkTWWhaARFUDvOqxT5BzQXgzmCCd1BxDczistyiYPHjdamkcQ3oEvQbZ%2FCw2%2FxynvhcxL0f7Zh1GiKmGizUgUvcFYKC4rumay4rLg%2BXG3o5LRlyu98XYbEt9yifdzykz63zTvmCcLeazPE5Yn668b3XWq8KJTj7DG6Ubqj938ogGvQTXoV1v0qcNC0wXnOofDdCqPelBmohQ14fEM5Pon%2F%2FUn71BQ%3D%3D,0 days 00:05:00,0,null,0,null,0,null,0,null,fim.temple.edu
2025-04-24T00:02:02.2400000,2025-04-24T00:07:02.2400000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A53%2C28,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:02:10.5580000,2025-04-24T00:07:10.5580000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://moviegalaxies.com/movies/view/877/watchmen/#,0 days 00:05:00,0,null,0,null,0,null,0,null,moviegalaxies.com
2025-04-24T00:02:43.7660000,2025-04-24T00:07:43.7660000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A38%2C23,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:02:45.6730000,2025-04-24T00:07:45.6730000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A1%2C1-94%2C1,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:02:55.3740000,2025-04-24T00:07:55.3740000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A36%2C1,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:02:59.2530000,2025-04-24T00:02:59.2530000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://docs.google.com/document/d/1W_DhJ57-YnQEvo2mjGpr0d3ytRVBneehzYLmZYQwjkk/edit?usp=share_link,0 days 00:00:00,0,null,0,null,0,null,0,null,docs.google.com
2025-04-24T00:02:59.2530000,2025-04-24T00:07:59.2530000,2025,April,4,Thursday,4,Yes,0,0.2,Before 6AM,https://docs.google.com/document/d/1W_DhJ57-YnQEvo2mjGpr0d3ytRVBneehzYLmZYQwjkk/edit?usp=share_link,0 days 00:05:00,0,null,0,null,0,null,0,null,docs.google.com
2025-04-24T00:03:21.1880000,2025-04-24T00:08:21.1880000,2025,April,4,Thursday,4,Yes,0,0.3,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A15%2C20,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:03:31.9540000,2025-04-24T00:08:31.9540000,2025,April,4,Thursday,4,Yes,0,0.3,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A17%2C37,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:03:40.3290000,2025-04-24T00:08:40.3290000,2025,April,4,Thursday,4,Yes,0,0.3,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A22%2C10,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:03:46.1920000,2025-04-24T00:08:46.1920000,2025,April,4,Thursday,4,Yes,0,0.3,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A22%2C11,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:03:50.7750000,2025-04-24T00:08:50.7750000,2025,April,4,Thursday,4,Yes,0,0.3,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A22%2C19,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:03:53.9710000,2025-04-24T00:08:53.9710000,2025,April,4,Thursday,4,Yes,0,0.3,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A22%2C27,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:04:00.7920000,2025-04-24T00:09:00.7920000,2025,April,4,Thursday,4,Yes,0,0.4,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A28%2C6-35%2C44,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:04:04.4810000,2025-04-24T00:09:04.4810000,2025,April,4,Thursday,4,Yes,0,0.4,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A28%2C35,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
2025-04-24T00:04:13.4180000,2025-04-24T00:09:13.4180000,2025,April,4,Thursday,4,Yes,0,0.4,Before 6AM,https://codesandbox.io/p/sandbox/intro-to-visualization-l4-d3-enter-exit-update-jhg2z2?file=%2Findex.html%3A29%2C25,0 days 00:05:00,0,null,0,null,0,null,0,null,codesandbox.io
